"2134709-NGRAMS1.txt","Sex Education and Its Association with Teenage Sexual Activity, Pregnancy and Contraceptive Use"
"2135325-NGRAMS1.txt","The Effects of Sex Education on Adolescent Behavior"
"2135434-NGRAMS1.txt","Helping Teenagers Postpone Sexual Involvement"
"2135067-NGRAMS1.txt","The Effectiveness of Family Planning Clinics in Serving Adolescents"
"2135104-NGRAMS1.txt","Adolescent Fathers in the United States: Their Initial Living Arrangements, Marital Experience and Educational Outcomes"
"2135924-NGRAMS1.txt","Adolescent Males' Abortion Attitudes: Data from a National Survey"
"2991605-NGRAMS1.txt","Mainstreaming Contraceptive Services in Managed Care-Five States' Experiences"
"2134111-NGRAMS1.txt","Legal Abortions in the United States Since the 1973 Supreme Court Decisions"
"2133976-NGRAMS1.txt","Social Pressure on Family Size Intentions"
"2135511-NGRAMS1.txt","Contraceptive Failure of the Ovulation Method of Periodic Abstinence"
"2648143-NGRAMS1.txt","The Impact of Mississippi's Mandatory Delay Law on the Timing of Abortion"
"2135956-NGRAMS1.txt","Understanding U.S. Fertility: Continuity and Change in the National Survey of Family Growth, 1988-1995"
"2991518-NGRAMS1.txt","Young Women's Degree of Control over First Intercourse: An Exploratory Analysis"
"2134730-NGRAMS1.txt","Impact of Vacuum Aspiration Abortion on Future Childbearing: A Review"
"2134978-NGRAMS1.txt","Contraceptive Failure in the United States: Estimates from the 1982 National Survey of Family Growth"
"2136002-NGRAMS1.txt","Family Planning Agencies: Services, Policies and Funding"
"2991501-NGRAMS1.txt","Abortion Incidence and Services in the United States, 1995-1996"
"2991569-NGRAMS1.txt","The Correspondence Between Intention to Avoid Childbearing and Subsequent Fertility: A Prospective Analysis"
"2135263-NGRAMS1.txt","School-Based Health Clinics: A New Approach to Preventing Adolescent Pregnancy?"
"2136278-NGRAMS1.txt","Men at Family Planning Clinics: The New Patients?"
"2648144-NGRAMS1.txt","Adolescent Pregnancy and Childbearing: Levels and Trends in Developed Countries"
"2991503-NGRAMS1.txt","Increased Condom Use Among Teenage Males, 1988-1995: The Role of Attitudes"
"2134947-NGRAMS1.txt","Induced Abortion: A Worldwide Perspective"
"2135840-NGRAMS1.txt","The Program Archive on Sexuality, Health &amp; Adolescence: Promising \"Prevention Programs in a Box\""
"2136193-NGRAMS1.txt","Public Funding for Contraceptive, Sterilization and Abortion Services, 1994"
"2991522-NGRAMS1.txt","Unintended Pregnancy in the United States"
"2134749-NGRAMS1.txt","Fertility Control in the United States Before the Contraceptive Revolution"
"2135033-NGRAMS1.txt","Smoking and Reproduction"
"2136208-NGRAMS1.txt","Condom Characteristics: The Perceptions and Preferences of Men in the United States"
"2648214-NGRAMS1.txt","Contraceptive Use in Canada: 1984-1995"
"2991550-NGRAMS1.txt","Correlates of Sexually Transmitted Bacterial Infections Among U.S. Women in 1995"
"2134799-NGRAMS1.txt","Public School Programs for Adolescent Pregnancy and Parenthood: An Assessment"
"2135117-NGRAMS1.txt","Sources of Prescription Contraceptives and Subsequent Pregnancy Among Young Women"
"2135139-NGRAMS1.txt","Medical Societies vs. Nurse Practitioners"
"2136089-NGRAMS1.txt","The Availability and Accessibility of the Contraceptive Implant from Family Planning Agencies in the United States, 1991-1992"
"2135432-NGRAMS1.txt","Public-Sector Savings Resulting from Expenditures for Contraceptive Services"
"2991606-NGRAMS1.txt","Dual-Method Use Among an Ethnically Diverse Group of Women at Risk of HIV Infection"
"2133796-NGRAMS1.txt","The Future of Federal Support for Family Planning Services and Population Research"
"2133872-NGRAMS1.txt","Public Welfare and Family Planning"
"2134216-NGRAMS1.txt","Abortion in the United States, 1977-1978"
"2134565-NGRAMS1.txt","The Impact of Restricting Medicaid Financing for Abortion"
"2133988-NGRAMS1.txt","Abortion Need and Services in the United States, 1974-1975"
"2134783-NGRAMS1.txt","Prospects for Improved Contraception"
"2135624-NGRAMS1.txt","Sterilization Regret Among Women in Metropolitan Montreal"
"2673786-NGRAMS1.txt","The Influence of Significant Others on Australian Teenagers' Decisions about Pregnancy Resolution"
"2991642-NGRAMS1.txt","Measuring Contraceptive Use Patterns Among Teenage and Adult Women"
"2135291-NGRAMS1.txt","Judging Teenagers: How Minors Fare When They Seek Court-Authorized Abortions"
"2134592-NGRAMS1.txt","Medicaid Funding of Family Planning Clinic Services"
"2135775-NGRAMS1.txt","The Accessibility of Abortion Services in the United States"
"2133783-NGRAMS1.txt","Family Planning Policy Development in North Carolina: Weak Tea"
"2133813-NGRAMS1.txt","2. Estimating Need for 1970"
"2991624-NGRAMS1.txt","Contraceptive Practices and Trends in France"
"2134201-NGRAMS1.txt","The Social Consequences of Teenage Parenthood"
"2135838-NGRAMS1.txt","Condom Availability Programs in U.S. Schools"
"2134132-NGRAMS1.txt","Family Planning in the Practice of Social Workers"
"2135342-NGRAMS1.txt","Medicaid Expenditures for Maternity and Newborn Care in America"
"2135754-NGRAMS1.txt","Public Funding of Contraceptive, Sterilization and Abortion Services, Fiscal Year 1990"
"2135756-NGRAMS1.txt","Testing for Sexually Transmitted Diseases among Women of Reproductive Age: United States, 1988"
"2135792-NGRAMS1.txt","Why Do Women Have Abortions?"
"2136018-NGRAMS1.txt","Determinants of Contraceptive Choice Among Single Women in the United States"
"2648196-NGRAMS1.txt","Beyond Marital Status: Relationship Type and Duration and the Risk of Low Birth Weight"
"2135971-NGRAMS1.txt","Intention Status of U.S. Births in 1988: Differences by Mothers' Socioeconomic and Demographic Characteristics"
"2136159-NGRAMS1.txt","Measuring Public Attitudes on Abortion: Methodological and Substantive Considerations"
"2953415-NGRAMS1.txt","Maternal Age and Birth Outcomes: Data from New Jersey"
"2134086-NGRAMS1.txt","Who Needs Organized Family Planning Services? A Preliminary Projection, 1971-1975"
"2134879-NGRAMS1.txt","Freestanding Abortion Clinics: Services, Structure, Fees"
"2991537-NGRAMS1.txt","The Effectiveness of Condoms in Reducing Heterosexual Transmission of HIV"
"2991589-NGRAMS1.txt","Contraceptive Characteristics: The Perceptions and Priorities of Men and Women"
"2134675-NGRAMS1.txt","Obstetricians' Attitudes and Hospital Abortion Services"
"2134898-NGRAMS1.txt","The Medicaid Cutoff and Abortion Services for the Poor"
"2135483-NGRAMS1.txt","Abortion in Context: Historical Trends and Future Changes"
"2135889-NGRAMS1.txt","The Dynamics of Young Men's Condom Use During and Across Relationships"
"2135523-NGRAMS1.txt","Unintended Pregnancy, Contraceptive Practice and Family Planning Services in Developed Countries"
"2135538-NGRAMS1.txt","The Association of AIDS Education and Sex Education with Sexual Behavior and Condom Use Among Teenage Men"
"2136072-NGRAMS1.txt","The Medicaid Eligibility Expansions for Pregnant Women: Evaluating the Strength of State Implementation Efforts"
"2673784-NGRAMS1.txt","Choice of and Satisfaction with Methods of Medical and Surgical Abortion among U.S. Clinic Patients"
"2991640-NGRAMS1.txt","Contraceptive Failure Rates: New Estimates from the 1995 National Survey of Family Growth"
"2134659-NGRAMS1.txt","Telling Parents: Clinic Policies and Adolescents' Use of Family Planning and Abortion Services"
"2134932-NGRAMS1.txt","Repeat Abortion: Is It a Problem?"
"2135926-NGRAMS1.txt","Women's Contraceptive Attitudes and Use in 1992"
"2648233-NGRAMS1.txt","Explaining Demographic Trends in Teenage Fertility, 1980-1995"
"2953362-NGRAMS1.txt","The Effects of Economic Conditions and Access to Reproductive Health Services On State Abortion Rates and Birthrates"
"2134866-NGRAMS1.txt","Abortion and the 1978 Congressional Elections"
"2135097-NGRAMS1.txt","Induced Abortion and Fertility"
"2135837-NGRAMS1.txt","Impact of Publicly Funded Contraceptive Services on Unintended Pregnancies and Implications for Medicaid Expenditures"
"2136157-NGRAMS1.txt","Changes in Adolescent Males' Use of and Attitudes Toward Condoms, 1988-1991"
"2673750-NGRAMS1.txt","Effects of a Parent-Child Communications Intervention on Young Adolescents' Risk for Early Onset of Sexual Intercourse"
"2134748-NGRAMS1.txt","Second Pregnancies to Premaritally Pregnant Teenagers, 1976 and 1971"
"2134889-NGRAMS1.txt","Differential Fertility in the United States: 1976-1980"
"2135193-NGRAMS1.txt","The Pace of Repeated Childbearing among Young American Mothers"
"2991682-NGRAMS1.txt","School-Based Sexuality Education: The Issues and Challenges"
"2135412-NGRAMS1.txt","Fetal Research Under Fire: The Influence of Abortion Politics"
"2135450-NGRAMS1.txt","Comparing the Health Risks and Benefits of Contraceptive Choices"
"2135892-NGRAMS1.txt","Reproductive Health and AIDS-Related Services For Women: How Well Are they Integrated?"
"2135922-NGRAMS1.txt","Educational Outcomes in Teenage Pregnancy and Parenting Programs: Results from a Demonstration"
"2136033-NGRAMS1.txt","Abortion Services in the United States, 1991 and 1992"
"2673785-NGRAMS1.txt","Childbearing in Cohabiting Unions: Racial and Ethnic Differences"
"2134172-NGRAMS1.txt","The Pill Revisited"
"2134750-NGRAMS1.txt","Abortion Availability in the United States"
"2134974-NGRAMS1.txt","U.S. Differentials in Infant Mortality: Why Do They Persist?"
"2135377-NGRAMS1.txt","When Urban Adolescents Choose Abortion: Effects on Education, Psychological Status and Subsequent Pregnancy"
"2135854-NGRAMS1.txt","Substance Use and Other Factors Associated with Risky Sexual Behavior among Pregnant Adolescents"
"2648173-NGRAMS1.txt","Changing Emphases in Sexuality Education in U.S. Public Secondary Schools, 1988-1999"
"2133695-NGRAMS1.txt","Public Opinion Trends: Elective Abortion and Birth Control Services to Teenagers"
"2134813-NGRAMS1.txt","Morality and Legality"
"2135088-NGRAMS1.txt","The Provision of Sterilization Services by Private Physicians"
"2135594-NGRAMS1.txt","Do Adolescents Who Relinquish Their Children Fare Better or Worse Than Those Who Raise Them?"
"2136003-NGRAMS1.txt","Knowledge, Attitudes and Intentions of American Women Regarding the Hormonal Implant"
"2991538-NGRAMS1.txt","Abstinence Promotion and the Provision of Information About Contraception in Public School District Sexuality Education Policies"
"2991694-NGRAMS1.txt","Pregnancy Rates Among U.S. Women and Their Partners in 1994"
"2133800-NGRAMS1.txt","Medicine, Nursing, Social Work: Professionals and Birth Control: Student and Faculty Attitudes"
"2134721-NGRAMS1.txt","Need for Family Planning Services Among Anglo and Hispanic Women in U.S. Counties Bordering Mexico"
"2135484-NGRAMS1.txt"," Family Planning Clinics--A Story of Growth and Conflict"
"2135738-NGRAMS1.txt","Unplanned Childbearing and Family Size: Their Relationship to Child Neglect and Abuse"
"2136141-NGRAMS1.txt","I. Sexual Risk for Human Immunodeficiency Virus Infection Among Women in High-Risk Cities"
"2135159-NGRAMS1.txt","Adolescent Mothers and Their Children in Later Life"
"2136005-NGRAMS1.txt","Trends In Induced Abortion During the 12 Years since Legalization in Norway"
"2991541-NGRAMS1.txt","Reproductive Health and Intimate Partner Violence"
"2134314-NGRAMS1.txt","Funding for Reproductive Research: The Status and the Needs"
"2136220-NGRAMS1.txt","Family Planning Clinic Services in the United States, 1994"
"2648162-NGRAMS1.txt","Use of Infertility Services in the United States: 1995"
"2648199-NGRAMS1.txt","Oral Sex among Adolescents: Is It Sex or Is It Abstinence?"
"2991539-NGRAMS1.txt","Family Planning Services in Adolescent Pregnancy Prevention: The Views of Key Informants in Four Countries"
"2133835-NGRAMS1.txt","Family Planning in New York City: Recommendations for Action"
"2133911-NGRAMS1.txt","Delivering Family Planning Services: Autonomous vs. Integrated Clinics"
"2135344-NGRAMS1.txt","Evaluation of a Pregnancy Prevention Program For Urban Teenagers"
"2135453-NGRAMS1.txt","Characteristics of U.S. Women having Abortions, 1987"
"2135872-NGRAMS1.txt","The Effect of Family Planning Participation on Prenatal Care Use and Low Birth Weight"
"2136192-NGRAMS1.txt","Maternal Correlates of Adolescent Sexual and Contraceptive Behavior"
"2133650-NGRAMS1.txt","Legal Abortion: A Half-Decade of Experience"
"2133675-NGRAMS1.txt","Low-Income Families: Fertility Changes in the 1960s"
"2135087-NGRAMS1.txt","Contraceptive Use in Canada, 1984"
"2135824-NGRAMS1.txt","Medicaid and Pregnancy: Issues in Expanding Eligibility"
"2648194-NGRAMS1.txt","Abortion Training in U.S. Obstetrics and Gynecology Residency Programs, 1998"
"2673738-NGRAMS1.txt","Contraceptive Failure in the First Two Years of Use: Differences across Socioeconomic Subgroups"
"2133782-NGRAMS1.txt","Birth Control and The Private Physician"
"2134551-NGRAMS1.txt","Why They Delay: A Study of Teenage Family Planning Clinic Patients"
"2134584-NGRAMS1.txt","Half a Loaf: A New Antiabortion Strategy"
"2134914-NGRAMS1.txt","Contraceptive Practice Among American Women, 1973-1982"
"2135142-NGRAMS1.txt","The Family Planning Program and Cuts in Federal Spending: 2. Initial Effects on the Provision of Services"
"2991551-NGRAMS1.txt","Where Do People Go for Treatment of Sexually Transmitted Diseases?"
"2133875-NGRAMS1.txt","3. Family Planning Services"
"2135016-NGRAMS1.txt","Can Low Birth Weight be Prevented?"
"2136106-NGRAMS1.txt","Sterilization Among Currently Married Men in the United States, 1991"
"2991590-NGRAMS1.txt","Family Planning Funding Through Four Federal-State Programs, FY 1997"
"2133935-NGRAMS1.txt","Medicaid, Past and Future"
"2134487-NGRAMS1.txt","Family Planning Availability and Contraceptive Practice"
"2135820-NGRAMS1.txt","Adult Sexual Behavior in 1989: Number of Partners, Frequency of Intercourse and Risk of AIDS"
"3030193-NGRAMS1.txt","The Effects of Early Childbearing on Schooling over Time"
"2134285-NGRAMS1.txt","Couples Who Choose to Remain Childless"
"2134848-NGRAMS1.txt","First Intercourse Among Young Americans"
"2135590-NGRAMS1.txt","Contraceptive Paths Toward the Reduction of Unintended Pregnancy and Abortion"
"2136074-NGRAMS1.txt","Contraceptive and Sexual Practices Among Single Women with an Unplanned Pregnancy: Partner Influences"
"2648216-NGRAMS1.txt","Relationship Dynamics, Ethnicity and Condom Use among Low-Income Women"
"2133850-NGRAMS1.txt","Abortion and the Unwanted Child"
"2135119-NGRAMS1.txt","The Availability of Sex Education in Large City School Districts"
"2135161-NGRAMS1.txt","Abortion Training in U.S. Obstetrics and Gynecology Residency Programs"
"2135466-NGRAMS1.txt","Adolescent Knowledge and Attitudes about Abortion"
"2136206-NGRAMS1.txt","The Sexual Behavior of Men in the United States"
"2673765-NGRAMS1.txt","Characteristics of Adolescents' Sexual Partners and Their Association with Use of Condoms and Other Contraceptive Methods"
"2134896-NGRAMS1.txt","Out-of-Wedlock Births, Premarital Pregnancies and their Effect on Family Formation and Dissolution"
"2135414-NGRAMS1.txt","Expanding Medicaid Coverage for Pregnant Women: Estimates of the Impact and Cost"
"2135958-NGRAMS1.txt","The Effects of Contraceptive Education on Method Use at First Intercourse"
"2953416-NGRAMS1.txt","Factors Associated with Adolescents' Risk For Late Entry into Prenatal Care"
"2133616-NGRAMS1.txt","Early Motherhood: Ignorance or Bliss?"
"2134346-NGRAMS1.txt","Preferences for Sex of Children Among U.S. Couples"
"2135031-NGRAMS1.txt","Abortion Attitudes and Performance Among Male and Female Obstetrician- Gynecologists"
"2135051-NGRAMS1.txt","Abortion Services in the United States, 1984 and 1985"
"2135160-NGRAMS1.txt","The Impact of Family Planning Program Activity on Fertility"
"2135299-NGRAMS1.txt","Family Size and Economic Welfare"
"2135779-NGRAMS1.txt","Antiprogestins and the Abortion Controversy: A Progress Report"
"2133619-NGRAMS1.txt","Female Sterilization in Current Clinical Practice"
"2134195-NGRAMS1.txt","Expenditures for Organized Family Planning Services in the United States: 1974"
"2135497-NGRAMS1.txt","Funding Restrictions on Fetal Research: The Implications for Science and Health"
"2953349-NGRAMS1.txt","Repeat Abortions in Canada, 1975-1993"
"2134379-NGRAMS1.txt","Abortion in the United States, 1976-1977"
"2135469-NGRAMS1.txt","Family Planning, Sexually Transmitted Diseases and Contraceptive Choice: A Literature Update--Part I"
"2135823-NGRAMS1.txt","Substance Use and Prenatal Care During Pregnancy Among Young Women"
"2136108-NGRAMS1.txt","Abortion Training in Obstetrics and Gynecology Residency Programs in the United States, 1991-1992"
"2648195-NGRAMS1.txt","Teenage Abortion and Pregnancy Statistics by State, 1996"
"2953366-NGRAMS1.txt","Pregnancy Wantedness and Adverse Pregnancy Outcomes: Differences by Race and Medicaid Status"
"2134505-NGRAMS1.txt","First Pregnancies to Women Aged 15-19: 1976 and 1971"
"2134728-NGRAMS1.txt","Teenage Fertility in Developed Nations: 1971-1980"
"2134808-NGRAMS1.txt","The Impact of Legal Abortion on Marital and Nonmarital Fertility In Upstate New York"
"2134837-NGRAMS1.txt","Family Planning Services in the United States, 1978-1979"
"2135324-NGRAMS1.txt","The Impact of Sex Education on Sexual Activity, Contraceptive Use and Premarital Pregnancy Among American Teenagers"
"2136004-NGRAMS1.txt","Comparative Contraceptive Efficacy of The Female Condom and Other Barrier Methods"
"2991555-NGRAMS1.txt","Reactions to Medical Abortion Among Providers of Surgical Abortion: An Early Snapshot"
"2133810-NGRAMS1.txt","Contraceptive Failure in the United States"
"2133870-NGRAMS1.txt","Legal Abortions: Early Medical Complications: An Interim Report of the Joint Program for the Study of Abortion"
"2134878-NGRAMS1.txt","The Risk of Premarital First Pregnancy Among Metropolitan-Area Teenagers: 1976 and 1979"
"2134930-NGRAMS1.txt","The Pill, Breast and Cervical Cancer, and the Role of Progestogen in Arterial Disease"
"2135905-NGRAMS1.txt","Factors Hindering Access to Abortion Services"
"2673781-NGRAMS1.txt","The Effect of Partners' Characteristics on Teenage Pregnancy and Its Resolution"
"2133877-NGRAMS1.txt","Louisiana: Developing and Managing A Statewide Family Planning Program"
"2134492-NGRAMS1.txt","The Influence of Physicians' Attitudes on Abortion Performance, Patient Management and Professional Fees"
"2135361-NGRAMS1.txt","Contraception and the Status of Women: What is the Link?"
"2135436-NGRAMS1.txt","Prenatal Care in the United States: Reports Call for Improvements in Quality and Accessibility"
"2135605-NGRAMS1.txt","Low-Income Women's Perceptions of Family Planning Service Alternatives"
"2648161-NGRAMS1.txt","Factors Affecting Contraceptive Use in Women Seeking Pregnancy Tests: Missouri, 1997"
"2673768-NGRAMS1.txt","Knowledge of and Attitudes toward the Pill: Results of a National Survey in Japan"
"2953399-NGRAMS1.txt","Training Family Practice Residents in Abortion and Other Reproductive Health Care: A Nationwide Survey"
"2133631-NGRAMS1.txt","Family Planning Program Effects on the Fertility of Low-Income U.S. Women"
"2133677-NGRAMS1.txt","Family Planning Goals and Social Work Roles"
"2135334-NGRAMS1.txt","Contraceptive Use and the Need for Family Planning in Puerto Rico"
"2135509-NGRAMS1.txt","The Children of Teenage Mothers: Patterns of Early Childbearing in Two Generations"
"2135960-NGRAMS1.txt","Nonmarital Childbearing in the United States: A Government Report"
"2991504-NGRAMS1.txt","State Abortion Policy, Geographic Access to Abortion Providers and Changing Family Formation"
"2991681-NGRAMS1.txt","Prenatal Care, Birth Outcomes and Newborn Hospitalization Costs: Patterns Among Hispanics in New Jersey"
"2133852-NGRAMS1.txt","What State Governments Can Do"
"2134082-NGRAMS1.txt","Abortion in New York City: The First Nine Months"
"2134430-NGRAMS1.txt","The Court, the Congress and the President: Turning Back the Clock on the Pregnant Poor"
"2136022-NGRAMS1.txt","Selected Legal Developments in Reproductive Health in 1991"
"2136156-NGRAMS1.txt","Contraceptive Efficacy of the Diaphragm, the Sponge and the Cervical Cap"
"2953337-NGRAMS1.txt","Economic Correlates of Nonmarital Childbearing Among Adult Women"
"2134600-NGRAMS1.txt","Changing Attitudes Toward Marriage and Single Life"
"2134620-NGRAMS1.txt","The Abortion Activists"
"2135543-NGRAMS1.txt","Medically Indigent Women Seeking Abortion Prior to Legalization: New York City, 1969-1970"
"2135701-NGRAMS1.txt","Linkages Between Sexual Activity and Alcohol and Drug Use Among American Adolescents"
"2133802-NGRAMS1.txt","Abortion in Hawaii"
"2134674-NGRAMS1.txt","The Legitimacy Status of First Births to U.S. Women Aged 15-24, 1939-1978"
"2134915-NGRAMS1.txt","Second-Trimester Abortions in the United States"
"2135777-NGRAMS1.txt","Barriers to Family Planning Services Among Patients in Drug Treatment Programs"
"2135970-NGRAMS1.txt","A Longitudinal Comparison of the AIDS-Related Attitudes and Knowledge of Parents and their Children"
"2953335-NGRAMS1.txt","Young Men's Experience with Condom Breakage"
"2991627-NGRAMS1.txt","Measuring the Extent of Abortion Underreporting in the 1995 National Survey of Family Growth"
"2133670-NGRAMS1.txt","Financing Fertility-Related Health Services in the United States, 1972- 1978: A Preliminary Projection"
